2,0,string,string,string,string,string,string,string,string,0,0,string,2024-08-18 11:12:55.4200000,0,0,0,3,0,,,,0,,
3,0,string,string,string,string,string,string,string,string,0,0,string,1445-01-01 00:00:00.0000000,0,0,0,3,0,,,,0,,
6,0,string,string,string,string,string,string,string,string,0,0,string,2024-08-21 09:02:24.4580000,0,0,0,3,0,.00,2024-08-21 09:02:24.4580000,2024-08-21 09:02:24.4580000,0,,
7,0,string,string,string,string,string,string,string,string,0,0,string,2024-08-21 09:05:07.8330000,0,0,0,3,0,.00,2024-08-21 09:05:07.8330000,2024-08-21 09:05:07.8330000,0,,
8,0,string,string,string,string,string,string,string,string,0,0,string,2024-08-21 09:05:07.8330000,0,0,0,3,0,.00,2024-08-21 09:05:07.8330000,2024-08-21 09:05:07.8330000,0,,
9,0,string,string,string,string,string,string,string,string,0,0,string,2024-08-21 09:05:07.8330000,0,0,0,3,0,.00,2024-08-21 09:05:07.8330000,2024-08-21 09:05:07.8330000,82,,
10,0,string,string,string,string,string,string,string,string,0,0,string,2024-08-21 09:05:07.8330000,0,0,0,3,0,.00,2024-08-21 09:05:07.8330000,2024-08-21 09:05:07.8330000,83,,
11,0,string,string,string,string,string,string,string,string,0,0,string,2024-08-21 09:05:07.8330000,0,0,0,3,0,.00,2024-08-21 09:05:07.8330000,2024-08-21 09:05:07.8330000,84,,
12,0,,,,,,,,,0,0,,0001-01-01 00:00:00.0000000,0,0,,3,0,,,,0,,
13,0,,,,,,,,,0,0,,0001-01-01 00:00:00.0000000,0,0,,3,0,,,,0,,
14,0,,,,,,,,,0,0,,0001-01-01 00:00:00.0000000,0,0,,3,0,,,,87,,
15,1,اسم,هاتف,عنوان,مختصر,دولة,منطقة,مدينمة,رسالة,1,1,,2024-10-08 00:00:00.0000000,0,1,1,3,0,,,,99,,
16,1,اسم,هاتف,عنوان,مختصر,دولة,منطقة,مدينمة,رسالة,1,1,,2024-10-09 00:00:00.0000000,0,1,1,3,0,,,,100,,
17,1,اسم,هاتف,عنوان,مختصر,دولة,منطقة,مدينمة,رسالة,1,1,,2024-10-23 00:00:00.0000000,0,1,1,3,0,,,,101,,
18,1,اسم,هاتف,عنوان,مختصر,دولة,منطقة,مدينمة,رسالة,1,1,,2024-10-10 00:00:00.0000000,0,1,1,3,0,,,,106,,[]
19,1,اسم,هاتف,عنوان,مختصر,دولة,منطقة,مدينمة,رسالة,1,1,,2024-10-10 00:00:00.0000000,0,1,1,3,0,,,,107,,[]
20,1,اسم,هاتف,عنوان,مختصر,دولة,منطقة,مدينمة,رسالة,1,1,,2024-10-10 00:00:00.0000000,0,1,1,3,0,,,,108,,[]
21,1,اسم,هاتف,عنوان,مختصر,دولة,منطقة,مدينمة,رسالة,1,1,,2024-10-10 00:00:00.0000000,0,1,1,3,0,,,,109,,[]
22,1,اسم,هاتف,عنوان,مختصر,دولة,منطقة,مدينمة,رسالة,1,1,,2024-10-10 00:00:00.0000000,0,1,1,3,0,,,,110,,[]
23,1,اسم,هاتف,عنوان,مختصر,دولة,منطقة,مدينمة,رسالة,1,1,,2024-10-10 00:00:00.0000000,0,1,1,3,0,,,,111,,[1,2]
24,1,اسم,هاتف,عنوان,مختصر,دولة,منطقة,مدينمة,رسالة,1,1,,2024-10-24 00:00:00.0000000,0,0,1,3,0,,,,125,,[1]
